timestamp,phi,theta,psi,quat[0],quat[1],quat[2],quat[3],p,q,r,ax,ay,az,vn,ve,vd,airspeed,lat,lon,alt,lat_0,lon_0,alt_0,x_R,y_R,h_R,h_AGL,flag,status,delta_ts
1800,-0.012864641845226288,0.01818796619772911,0.29680192470550537,0.9889388084411621,-0.007705875672399998,0.008042702451348305,0.14790552854537964,5.679210880771279e-05,0.004412442445755005,0.003296435344964266,0.13224345445632935,0.07306637614965439,-9.730894088745117,0.04150118678808212,-0.09657969325780869,0.2405407577753067,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0718112587928772,-0.06841174513101578,-0.31206950545310974,-0.31206950545310974,13,5,100
1900,-0.0126271340996027,0.018586672842502594,0.2971377372741699,0.98891282081604,-0.007619285024702549,0.008256138302385807,0.14807160198688507,0.0018637593602761626,0.00306901428848505,0.002790964674204588,0.14331866800785065,0.09536752849817276,-9.73974895477295,0.039057038724422455,-0.10285178571939468,0.2480245679616928,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.07582178711891174,-0.0783843994140625,-0.33648356795310974,-0.33648356795310974,13,5,100
2000,-0.012486698105931282,0.019021861255168915,0.2974574863910675,0.9888874292373657,-0.007583395577967167,0.008480509743094444,0.1482301652431488,-0.001920191221870482,0.006720331497490406,0.0031156688928604126,0.11728701740503311,0.07487562298774719,-9.712770462036133,0.03575880825519562,-0.10911484062671661,0.2557796835899353,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.07958373427391052,-0.08896225690841675,-0.3616543114185333,-0.3616543114185333,13,5,100
2100,-0.012325050309300423,0.01945560798048973,0.2978055477142334,0.988860011100769,-0.007537106052041054,0.008705644868314266,0.14840258657932281,0.001707886578515172,0.005422364920377731,0.0029703660402446985,0.12046461552381516,0.07415993511676788,-9.738090515136719,0.03255944326519966,-0.1155378520488739,0.037828605622053146,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.08300228416919708,-0.10018879175186157,-0.4375058710575104,-0.4375058710575104,141,13,100
2200,-0.01209814939647913,0.019820518791675568,0.2981298565864563,0.9888349175453186,-0.007453417871147394,0.00890169758349657,0.14856277406215668,0.0010765108745545149,0.004432312212884426,0.0027560561429709196,0.13313359022140503,0.07636487483978271,-9.733874320983887,0.028688205406069756,-0.12205442786216736,0.07115889340639114,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.08607062697410583,-0.11206887662410736,-0.4959632456302643,-0.4959632456302643,141,13,100
2300,-0.011954455636441708,0.020191112533211708,0.29820334911346436,0.9888279438018799,-0.007410213816910982,0.009095331653952599,0.1485992670059204,-0.0019004619680345058,0.004891102202236652,0.0027224505320191383,0.12629111111164093,0.07264921814203262,-9.715685844421387,0.02403424307703972,-0.12863682210445404,0.09131249040365219,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.08871873468160629,-0.12459456920623779,-0.5265077948570251,-0.5265077948570251,143,13,100
2400,-0.011787575669586658,0.02056082710623741,0.29826000332832336,0.9888222813606262,-0.007355417590588331,0.009290317073464394,0.14862734079360962,0.0012908058706671,0.004008110612630844,0.0026387381367385387,0.11757347732782364,0.06767970323562622,-9.736979484558105,0.019596990197896957,-0.1346099078655243,0.11157970875501633,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.09091556817293167,-0.13772442936897278,-0.5607151389122009,-0.5607151389122009,143,13,100
2500,-0.011576344259083271,0.020932970568537712,0.2982969582080841,0.9888182878494263,-0.007278790231794119,0.00948987528681755,0.14864538609981537,-0.0001726009650155902,0.004938936326652765,0.0031065254006534815,0.12728196382522583,0.07345142215490341,-9.703521728515625,0.014601419679820538,-0.1408447027206421,0.13147668540477753,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.09263601899147034,-0.15148800611495972,-0.5933520793914795,-0.5933520793914795,143,13,100
2600,-0.01141966599971056,0.02128329686820507,0.2983115017414093,0.9888157844543457,-0.007227413821965456,0.009674674831330776,0.1486525535583496,5.441620305646211e-05,0.0049883099272847176,0.002774451393634081,0.12647709250450134,0.06072685867547989,-9.74059772491455,0.00933325756341219,-0.14713548123836517,0.15036974847316742,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.09383560717105865,-0.1658731997013092,-0.6286346316337585,-0.6286346316337585,143,13,100
2700,-0.011228240095078945,0.021573025733232498,0.2983282804489136,0.9888135194778442,-0.007154372055083513,0.009832090698182583,0.14866051077842712,0.0010449275141581893,0.00464377598837018,0.002449948340654373,0.14762446284294128,0.07525557279586792,-9.69310188293457,0.00292817410081625,-0.15326401591300964,0.16341814398765564,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.09446245431900024,-0.18089893460273743,-0.6533713936805725,-0.6533713936805725,143,13,100
2800,-0.011062286794185638,0.02188345044851303,0.29832175374031067,0.9888128042221069,-0.007095346227288246,0.009997927583754063,0.14865706861019135,-0.0010372819378972054,0.005625390447676182,0.0025871400721371174,0.14039334654808044,0.06259947270154953,-9.736593246459961,-0.00329545047134161,-0.15865784883499146,0.17764310538768768,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.09445272386074066,-0.1964816451072693,-0.680438756942749,-0.680438756942749,143,13,100
2900,-0.010940643027424812,0.022236241027712822,0.2983476519584656,0.9888092279434204,-0.007061537820845842,0.010181303136050701,0.14866992831230164,0.0007912276778370142,0.005456237122416496,0.0035708830691874027,0.14227178692817688,0.06882578879594803,-9.727794647216797,-0.009358251467347145,-0.1645151972770691,0.1834222376346588,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.09384363144636154,-0.21262967586517334,-0.6885639429092407,-0.6885639429092407,143,13,100
3000,-0.010769214481115341,0.022539030760526657,0.29836592078208923,0.9888067245483398,-0.006999365985393524,0.010343684814870358,0.14867863059043884,0.0006177076138556004,0.004320200998336077,0.0032277023419737816,0.14003993570804596,0.07693474739789963,-9.723875045776367,-0.01606323942542076,-0.17054951190948486,0.19370923936367035,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.09257907420396805,-0.22938141226768494,-0.7100412845611572,-0.7100412845611572,143,13,100
3100,-0.010630523785948753,0.022785257548093796,0.298384428024292,0.9888043403625488,-0.006949183996766806,0.01047566905617714,0.14868749678134918,3.366690725670196e-05,0.004324211739003658,0.0032924043480306864,0.13287393748760223,0.05992801859974861,-9.725890159606934,-0.02360989712178707,-0.17662616074085236,0.20450584590435028,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.09059631079435349,-0.24673423171043396,-0.7332615256309509,-0.7332615256309509,143,13,100
3200,-0.010484134778380394,0.023060722276568413,0.2984180450439453,0.9888007044792175,-0.006897449493408203,0.010622628964483738,0.14870384335517883,0.00038616801612079144,0.0037950356490910053,0.0034346729516983032,0.1397479921579361,0.06036043167114258,-9.698856353759766,-0.030917014926671982,-0.18183527886867523,0.20676535367965698,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.08787516504526138,-0.26464346051216125,-0.7383403182029724,-0.7383403182029724,143,13,100
3300,-0.010282754898071289,0.02332771196961403,0.29841431975364685,0.9887999892234802,-0.0068177031353116035,0.010769616812467575,0.14870136976242065,-0.0003801978600677103,0.005101912189275026,0.0030913236550986767,0.13294580578804016,0.07400259375572205,-9.709872245788574,-0.03810577094554901,-0.18741080164909363,0.2114374190568924,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.08443378657102585,-0.28311315178871155,-0.749224841594696,-0.749224841594696,143,13,100
3400,-0.01015124935656786,0.02357122302055359,0.2983759045600891,0.9888018369674683,-0.006770567502826452,0.010899917222559452,0.14868207275867462,-0.0007230059709399939,0.004079250618815422,0.002965016756206751,0.12713046371936798,0.06291208416223526,-9.712226867675781,-0.04535660892724991,-0.19313670694828033,0.21220751106739044,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.08027375489473343,-0.30213332176208496,-0.7538619637489319,-0.7538619637489319,143,13,100
3500,-0.010001540184020996,0.02379346452653408,0.29834309220314026,0.9888033270835876,-0.006712878588587046,0.01102103479206562,0.14866536855697632,5.3537500207312405e-05,0.004696293268352747,0.002854215679690242,0.1277637928724289,0.05469786375761032,-9.718473434448242,-0.054330091923475266,-0.1993175745010376,0.21959522366523743,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.07531347870826721,-0.3217259347438812,-0.7715932726860046,-0.7715932726860046,143,13,100
3600,-0.009835736826062202,0.024004487320780754,0.29834097623825073,0.9888027310371399,-0.006646567489951849,0.011137698777019978,0.1486637443304062,-0.0003402068105060607,0.004805590491741896,0.0030750443693250418,0.13367339968681335,0.05313737317919731,-9.675704956054688,-0.0631377324461937,-0.2052883803844452,0.22106578946113586,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.06946322321891785,-0.34195274114608765,-0.7809802293777466,-0.7809802293777466,143,13,100
3700,-0.009688387624919415,0.024213656783103943,0.2983407974243164,0.9888019561767578,-0.006589252036064863,0.011252067983150482,0.14866314828395844,-0.0001209420952363871,0.004718237556517124,0.0023417985066771507,0.13459891080856323,0.056475043296813965,-9.745941162109375,-0.07205294072628021,-0.2111339122056961,0.2246280312538147,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.06271201372146606,-0.36274558305740356,-0.7925087213516235,-0.7925087213516235,143,13,100
3800,-0.009535853751003742,0.02439853921532631,0.2982763946056366,0.9888060092926025,-0.006527205463498831,0.011355021968483925,0.14863070845603943,2.3379296180792153e-05,0.0042164865881204605,0.0033557729329913855,0.12480723112821579,0.0765266865491867,-9.722702980041504,-0.08172757178544998,-0.21613574028015137,0.22173792123794556,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0550370030105114,-0.3841162621974945,-0.7924897074699402,-0.7924897074699402,143,13,100
3900,-0.00940022338181734,0.02459859661757946,0.2982431948184967,0.9888076782226562,-0.006474814843386412,0.01146412082016468,0.1486138105392456,0.00015932651876937598,0.004952950403094292,0.003539383877068758,0.1385682076215744,0.061080701649188995,-9.700770378112793,-0.09136366099119186,-0.22082717716693878,0.22224831581115723,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.04638538137078285,-0.4059652090072632,-0.7966443300247192,-0.7966443300247192,143,13,100
4000,-0.009277517907321453,0.024788033217191696,0.2982030510902405,0.9888098835945129,-0.006427982356399298,0.011567026376724243,0.14859353005886078,0.0006243045208975673,0.004822677932679653,0.002435694681480527,0.11938390880823135,0.06279952824115753,-9.712940216064453,-0.10123099386692047,-0.22560253739356995,0.21707777678966522,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.036778368055820465,-0.4282741844654083,-0.7909995317459106,-0.7909995317459106,143,13,100
4100,-0.009149515070021152,0.025010667741298676,0.29811978340148926,0.9888150095939636,-0.006380739156156778,0.01168687641620636,0.14855191111564636,-0.00048181682359427214,0.004833820275962353,0.0025027680676430464,0.14988665282726288,0.07828758656978607,-9.731866836547852,-0.11034281551837921,-0.22992253303527832,0.2212342768907547,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.026212064549326897,-0.4510536193847656,-0.8045654892921448,-0.8045654892921448,143,13,100
4200,-0.00906766764819622,0.02519291266798973,0.29807326197624207,0.9888175129890442,-0.006353525444865227,0.011783208698034286,0.14852866530418396,-0.0008099130936898291,0.005187929607927799,0.0039614113047719,0.13976895809173584,0.07215674221515656,-9.731115341186523,-0.12077128142118454,-0.234950989484787,0.21836763620376587,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.014674783684313297,-0.47428080439567566,-0.8043150901794434,-0.8043150901794434,143,13,100
4300,-0.008951546624302864,0.025332851335406303,0.298022598028183,0.9888207316398621,-0.006306198425590992,0.011861179023981094,0.1485031247138977,9.009700443129987e-05,0.004782728850841522,0.002718004398047924,0.12280968576669693,0.05061843618750572,-9.734535217285156,-0.1308738738298416,-0.24013131856918335,0.21081045269966125,0.10000000149011612,0.0,-0.0,-0.0,0.0,0.0,0.0,0.002104729413986206,-0.49800950288772583,-0.7972447276115417,-0.7972447276115417,143,13,100
4400,-0.008764502592384815,0.025487631559371948,0.29793915152549744,0.9888264536857605,-0.006224707700312138,0.011951854452490807,0.14846095442771912,-0.0002545881434343755,0.004994847811758518,0.003090339945629239,0.13085868954658508,0.06272747367620468,-9.712212562561035,-0.14088502526283264,-0.24517007172107697,0.21218521893024445,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.011468952521681786,-0.522296667098999,-0.8063475489616394,-0.8063475489616394,143,13,100
4500,-0.008650067262351513,0.02558654174208641,0.2978457808494568,0.9888330698013306,-0.006174905225634575,0.01200954057276249,0.1484142243862152,-5.2506409701891243e-05,0.004123398568481207,0.003944994881749153,0.1267499476671219,0.06661458313465118,-9.72066879272461,-0.1513889580965042,-0.24991755187511444,0.20882132649421692,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.026071859523653984,-0.5470371246337891,-0.804919421672821,-0.804919421672821,143,13,100
4600,-0.008510672487318516,0.025699427351355553,0.29777511954307556,0.9888380169868469,-0.006113930605351925,0.012075914070010185,0.14837858080863953,0.0011419020593166351,0.005287453532218933,0.00242406502366066,0.15033364295959473,0.08036114275455475,-9.742656707763672,-0.16259939968585968,-0.254609078168869,0.19960273802280426,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.041768357157707214,-0.5722622871398926,-0.7939719557762146,-0.7939719557762146,143,13,100
4700,-0.008392103016376495,0.025869278237223625,0.29769167304039,0.9888433814048767,-0.006067391484975815,0.012168942019343376,0.1483367681503296,-0.0008365853573195636,0.00523960217833519,0.0030468013137578964,0.13168422877788544,0.08010975271463394,-9.755715370178223,-0.17322419583797455,-0.2590577304363251,0.19536641240119934,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.05854649096727371,-0.5979252457618713,-0.7896304130554199,-0.7896304130554199,143,13,100
4800,-0.008275087922811508,0.025979895144701004,0.2975914478302002,0.988850474357605,-0.006017121486365795,0.012232614681124687,0.14828665554523468,-0.0008957897662185133,0.004529518075287342,0.0030376859940588474,0.11571919918060303,0.0747440829873085,-9.717642784118652,-0.1849934458732605,-0.2634722888469696,0.1958329677581787,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.07644544541835785,-0.6240479946136475,-0.7959006428718567,-0.7959006428718567,143,13,100
4900,-0.008162388578057289,0.026057381182909012,0.2974950075149536,0.9888574481010437,-0.0059665497392416,0.012279571034014225,0.14823836088180542,-0.0008888366864994168,0.004404198378324509,0.0034013635013252497,0.1439341902732849,0.05672157555818558,-9.735100746154785,-0.19568310678005219,-0.26753726601600647,0.19248981773853302,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.09547276794910431,-0.650597333908081,-0.7967601418495178,-0.7967601418495178,143,13,100
5000,-0.008076710626482964,0.02615060657262802,0.2974005341529846,0.9888641238212585,-0.005930511746555567,0.01233229786157608,0.14819124341011047,-0.0008571915095672011,0.004341362044215202,0.0034255157224833965,0.14068029820919037,0.07283838838338852,-9.738471031188965,-0.20696042478084564,-0.27201712131500244,0.17989613115787506,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.11557406932115555,-0.6775779724121094,-0.7780545353889465,-0.7780545353889465,143,13,100
5100,-0.00794670544564724,0.02618379518389702,0.29727301001548767,0.9888736009597778,-0.005867900792509317,0.01235871110111475,0.14812737703323364,0.0005571425426751375,0.0044673895463347435,0.003095866646617651,0.12496200203895569,0.060168661177158356,-9.753467559814453,-0.21841657161712646,-0.2761803865432739,0.1716557741165161,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.13682101666927338,-0.7049785852432251,-0.7676788568496704,-0.7676788568496704,143,13,100
5200,-0.007817993871867657,0.02629624307155609,0.2971821427345276,0.9888800382614136,-0.005812019109725952,0.012424107640981674,0.14808177947998047,-0.0006490634987130761,0.005089841783046722,0.0033393900375813246,0.1360314041376114,0.07208717614412308,-9.737361907958984,-0.2300058752298355,-0.2808188498020172,0.16589176654815674,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.15923382341861725,-0.7328094840049744,-0.7633826732635498,-0.7633826732635498,143,13,100
5300,-0.007724021095782518,0.026432350277900696,0.2970975339412689,0.9888855814933777,-0.005775096360594034,0.012498607859015465,0.14803946018218994,-0.0002485073055140674,0.005100160837173462,0.0037877317517995834,0.13490153849124908,0.05610780045390129,-9.760554313659668,-0.24145105481147766,-0.285065621137619,0.16102774441242218,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.18279504776000977,-0.7611016035079956,-0.7573639154434204,-0.7573639154434204,143,13,100
5400,-0.007610848173499107,0.026498455554246902,0.29694893956184387,0.9888965487480164,-0.005723096895962954,0.01254009548574686,0.14796535670757294,-0.0008976119570434093,0.004830307327210903,0.002969356719404459,0.12490816414356232,0.08582515269517899,-9.743396759033203,-0.25305354595184326,-0.2892053723335266,0.15601131319999695,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.20750175416469574,-0.7898298501968384,-0.752630889415741,-0.752630889415741,143,13,100
5500,-0.007502321619540453,0.026544878259301186,0.29682838916778564,0.9889053702354431,-0.005672110244631767,0.012571419589221478,0.14790509641170502,-0.00067575101274997,0.005034259520471096,0.003049179445952177,0.13456571102142334,0.07460591942071915,-9.76390552520752,-0.2653461992740631,-0.29311317205429077,0.14963094890117645,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.2334250658750534,-0.8189494013786316,-0.7463472485542297,-0.7463472485542297,143,13,100
5600,-0.007396594621241093,0.026587268337607384,0.29672685265541077,0.9889128804206848,-0.005622326862066984,0.012600483372807503,0.1478542536497116,-0.00025136611657217145,0.0046820808202028275,0.002965044928714633,0.13610970973968506,0.06254690140485764,-9.746633529663086,-0.27718621492385864,-0.2968851625919342,0.1468334048986435,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.26054292917251587,-0.8484523892402649,-0.7469958662986755,-0.7469958662986755,143,13,100
5700,-0.007287226617336273,0.026631949469447136,0.2966350317001343,0.9889196753501892,-0.005570970941334963,0.012630919925868511,0.147808238863945,-0.0009509396622888744,0.005178648047149181,0.0027774712070822716,0.15387588739395142,0.09103546291589737,-9.784208297729492,-0.2887982726097107,-0.3006821274757385,0.14021752774715424,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.2888292670249939,-0.8783609867095947,-0.7402677536010742,-0.7402677536010742,143,13,100
5800,-0.007195937447249889,0.026652485132217407,0.2965433597564697,0.9889266490936279,-0.005526768509298563,0.012648073956370354,0.14776232838630676,-0.0004394249990582466,0.0048885103315114975,0.0030164045747369528,0.14247342944145203,0.08568760007619858,-9.765246391296387,-0.30076760053634644,-0.30449822545051575,0.13934506475925446,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.31829237937927246,-0.9086136817932129,-0.7459118962287903,-0.7459118962287903,143,13,100
5900,-0.007100808434188366,0.02670545130968094,0.2964099645614624,0.9889364242553711,-0.0054827965795993805,0.012681660242378712,0.14769583940505981,6.111081165727228e-05,0.0049299318343400955,0.003088118741288781,0.1421864777803421,0.0675264447927475,-9.741096496582031,-0.31220218539237976,-0.30786970257759094,0.1386064887046814,0.10000000149011612,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.34892383217811584,-0.9392279982566833,-0.7525481581687927,-0.7525481581687927,143,13,100
