timestamp,iTOW,year,month,day,hour,min,sec,valid,tAcc,nano,fixType,flags,reserved1,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velE,velD,gSpeed,heading,sAcc,headingAcc,pDOP,reserved2,delta_ts
141192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168067,302677232,35110,0,2542,5964,-39,-92,-98,0,0,617,0,0,0,100
141292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168067,302677233,35099,0,2543,5965,53,-37,-98,0,0,722,0,0,0,100
141390,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168070,302677230,35022,0,2539,5957,-98,-28,-91,0,0,624,0,0,0,98
141492,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168071,302677229,35025,0,2535,5950,-73,45,-19,0,0,788,0,0,0,102
141592,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168071,302677229,35020,0,2531,5943,10,-69,-27,0,0,668,0,0,0,100
141692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168072,302677228,34967,0,2527,5936,-16,-38,11,0,0,520,0,0,0,100
141792,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168072,302677227,35002,0,2524,5930,-16,-45,-47,0,0,586,0,0,0,100
141890,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168074,302677226,34939,0,2520,5923,-3,-13,-52,0,0,584,0,0,0,98
141992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168075,302677226,34913,0,2517,5918,40,18,-19,0,0,629,0,0,0,102
142092,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168076,302677226,34886,0,2514,5913,0,31,-2,0,0,621,0,0,0,100
142192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168077,302677225,34855,0,2512,5909,-41,5,-20,0,0,732,0,0,0,100
142292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168077,302677225,34911,0,2507,5900,11,26,-93,0,0,548,0,0,0,100
142392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168077,302677226,34875,0,2503,5895,86,-79,-49,0,0,810,0,0,0,100
142492,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168077,302677226,34873,0,2499,5892,24,0,-23,0,0,694,0,0,0,100
142594,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168077,302677228,34834,0,2498,5894,134,-44,-31,0,0,838,0,0,0,102
142690,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168076,302677229,34870,0,2498,5895,85,-123,-63,0,0,814,0,0,0,96
142792,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168073,302677230,34868,0,2497,5897,98,-211,-58,0,0,810,0,0,0,102
142892,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168071,302677232,34896,0,2497,5898,148,-81,27,0,0,858,0,0,0,100
142992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168069,302677234,34914,0,2496,5897,96,-91,27,0,0,829,0,0,0,100
143092,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168067,302677235,34898,0,2496,5894,1,-65,52,0,0,587,0,0,0,100
143192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168065,302677236,34934,0,2493,5881,-7,20,26,0,0,729,0,0,0,100
143292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168063,302677237,34967,0,2491,5868,-11,-15,-9,0,0,544,0,0,0,100
143392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168062,302677238,34962,0,2490,5857,-17,2,-44,0,0,579,0,0,0,100
143494,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168060,302677239,34995,0,2489,5845,16,51,5,0,0,616,0,0,0,102
143594,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168058,302677240,34998,0,2488,5834,-59,-34,26,0,0,621,0,0,0,100
143692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168057,302677241,35006,0,2490,5831,-1,84,65,0,0,703,0,0,0,98
143794,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168056,302677243,34995,0,2493,5830,115,63,71,0,0,702,0,0,0,102
143892,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168056,302677243,34996,0,2496,5833,-128,15,42,0,0,909,0,0,0,98
143992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168055,302677243,35030,0,2498,5836,-82,83,19,0,0,886,0,0,0,100
144092,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168054,302677243,35026,0,2502,5846,-91,3,18,0,0,923,0,0,0,100
144192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168053,302677242,35040,0,2505,5856,-177,48,37,0,0,948,0,0,0,100
144292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168052,302677244,35039,0,2508,5865,-16,26,26,0,0,785,0,0,0,100
144394,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168052,302677244,35005,0,2511,5873,-56,-35,-32,0,0,723,0,0,0,102
144492,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168051,302677245,34985,0,2514,5883,22,-31,-22,0,0,819,0,0,0,98
144594,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168051,302677246,34981,0,2515,5890,-12,2,15,0,0,752,0,0,0,102
144692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168050,302677246,35005,0,2517,5897,-8,16,29,0,0,682,0,0,0,98
144794,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168049,302677248,34991,0,2519,5903,49,-39,-39,0,0,846,0,0,0,102
144894,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168049,302677250,35002,0,2521,5909,106,78,6,0,0,677,0,0,0,100
144992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168049,302677251,35035,0,2523,5913,73,109,-48,0,0,586,0,0,0,98
145092,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168049,302677253,35072,0,2524,5916,100,52,-13,0,0,707,0,0,0,100
145194,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168047,302677254,35144,0,2526,5919,31,-15,-60,0,0,719,0,0,0,102
145292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168046,302677254,35155,0,2530,5925,-80,-49,-45,0,0,700,0,0,0,98
145392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168045,302677255,35181,0,2534,5931,23,38,46,0,0,653,0,0,0,100
145492,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168045,302677256,35162,0,2538,5937,43,45,-23,0,0,641,0,0,0,100
145594,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168045,302677256,35179,0,2542,5944,-121,36,11,0,0,950,0,0,0,102
145692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168042,302677257,35219,0,2545,5949,6,-3,-7,0,0,867,0,0,0,98
145792,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168040,302677259,35219,0,2548,5952,-25,-91,37,0,0,577,0,0,0,100
145892,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168040,302677260,35190,0,2549,5955,26,-20,8,0,0,859,0,0,0,100
145992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168039,302677261,35202,0,2551,5957,20,34,65,0,0,619,0,0,0,100
146092,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168038,302677262,35162,0,2552,5959,-61,7,55,0,0,779,0,0,0,100
146192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168036,302677263,35186,0,2552,5961,-94,10,72,0,0,785,0,0,0,100
146292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168034,302677266,35181,0,2553,5963,110,-16,39,0,0,810,0,0,0,100
146392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168032,302677268,35232,0,2554,5966,107,-72,55,0,0,798,0,0,0,100
146492,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677270,35269,0,2555,5965,-18,-43,3,0,0,587,0,0,0,100
146590,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168027,302677271,35310,0,2557,5969,17,0,-5,0,0,890,0,0,0,98
146692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168026,302677274,35332,0,2559,5973,78,21,17,0,0,841,0,0,0,102
146792,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168026,302677274,35288,0,2560,5976,-73,-3,-40,0,0,817,0,0,0,100
146892,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168024,302677274,35292,0,2561,5979,-68,-59,-17,0,0,717,0,0,0,100
146992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168023,302677275,35284,0,2563,5982,-76,35,23,0,0,886,0,0,0,100
147092,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677275,35240,0,2563,5990,-82,122,-9,0,0,759,0,0,0,100
147192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677275,35254,0,2563,5994,-125,74,-101,0,0,744,0,0,0,100
147292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168026,302677275,35195,0,2563,5997,-136,60,-118,0,0,727,0,0,0,100
147392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677276,35215,0,2562,6000,-100,49,-195,0,0,628,0,0,0,100
147492,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168024,302677277,35221,0,2562,6002,-38,-28,-227,0,0,601,0,0,0,100
147592,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168024,302677278,35201,0,2562,6006,5,29,-186,0,0,578,0,0,0,100
147692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168021,302677280,35283,0,2561,6008,73,-48,-118,0,0,721,0,0,0,100
147794,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168019,302677283,35281,0,2560,6009,164,-172,-162,0,0,774,0,0,0,102
147890,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168019,302677284,35219,0,2557,6013,58,-96,75,0,0,620,0,0,0,96
147996,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168020,302677283,35124,0,2555,6014,-110,-65,68,0,0,678,0,0,0,106
148092,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168018,302677283,35168,0,2554,6018,-54,-62,88,0,0,584,0,0,0,96
148194,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168018,302677286,35117,0,2557,6025,271,77,191,0,0,772,0,0,0,102
148292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168019,302677284,35050,0,2557,6016,-131,85,274,0,0,747,0,0,0,98
148392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168021,302677284,35009,0,2558,6011,-137,177,265,0,0,815,0,0,0,100
148492,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168023,302677284,34954,0,2559,6007,-46,233,271,0,0,761,0,0,0,100
148594,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168022,302677286,34944,0,2561,6002,93,71,127,0,0,620,0,0,0,102
148692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168022,302677286,34873,0,2561,5997,-83,-44,136,0,0,611,0,0,0,98
148792,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168022,302677286,34873,0,2561,5993,-117,27,107,0,0,784,0,0,0,100
148896,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168022,302677286,34817,0,2558,5985,-55,4,107,0,0,652,0,0,0,104
148994,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168024,302677286,34724,0,2556,5983,-64,99,119,0,0,727,0,0,0,98
149094,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168024,302677286,34697,0,2555,5981,-69,-12,60,0,0,694,0,0,0,100
149192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168026,302677286,34570,0,2553,5977,56,-49,-23,0,0,840,0,0,0,98
149294,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677285,34534,0,2552,5977,-53,72,-77,0,0,692,0,0,0,102
149394,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168030,302677285,34485,0,2551,5977,20,-22,-115,0,0,629,0,0,0,100
149492,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168033,302677286,34459,0,2550,5977,88,68,-166,0,0,579,0,0,0,98
149592,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168034,302677285,34422,0,2549,5977,4,-95,-193,0,0,640,0,0,0,100
149692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168036,302677284,34375,0,2548,5977,-4,-143,-163,0,0,658,0,0,0,100
149792,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168039,302677283,34314,0,2548,5977,28,-12,-44,0,0,720,0,0,0,100
149892,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168042,302677282,34218,0,2548,5978,-32,-71,-6,0,0,576,0,0,0,100
149994,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168043,302677281,34187,0,2546,5974,-49,-22,69,0,0,610,0,0,0,102
150092,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168044,302677280,34142,0,2540,5952,26,8,209,0,0,584,0,0,0,98
150194,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168047,302677279,34083,0,2537,5936,30,163,210,0,0,644,0,0,0,102
150292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168048,302677278,34074,0,2538,5934,-80,79,225,0,0,711,0,0,0,98
150394,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168046,302677278,34071,0,2539,5931,-72,5,145,0,0,673,0,0,0,102
150490,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168044,302677279,34045,0,2540,5929,-5,-65,129,0,0,549,0,0,0,96
150594,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168043,302677279,34035,0,2542,5928,-47,57,143,0,0,709,0,0,0,104
150692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168040,302677278,34055,0,2543,5924,-148,-8,122,0,0,765,0,0,0,98
150792,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168038,302677279,34013,0,2545,5921,-16,-13,124,0,0,577,0,0,0,100
150892,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168037,302677280,33990,0,2547,5919,10,-7,138,0,0,576,0,0,0,100
150992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168035,302677283,34012,0,2549,5916,240,-61,47,0,0,875,0,0,0,100
151092,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168036,302677283,33972,0,2552,5918,119,124,81,0,0,634,0,0,0,100
151192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168036,302677284,33969,0,2552,5921,29,76,25,0,0,593,0,0,0,100
151292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168034,302677286,34022,0,2553,5924,26,10,62,0,0,606,0,0,0,100
151392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168032,302677288,34076,0,2554,5928,77,-111,-64,0,0,786,0,0,0,100
151494,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168033,302677289,34059,0,2554,5930,189,86,19,0,0,737,0,0,0,102
151592,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168032,302677288,34111,0,2554,5919,-38,-3,-23,0,0,742,0,0,0,98
151692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168031,302677289,34127,0,2554,5923,29,-82,-104,0,0,724,0,0,0,100
151790,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168032,302677290,34104,0,2555,5924,168,85,-51,0,0,715,0,0,0,98
151894,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677292,34287,0,2554,5922,165,-63,-77,0,0,864,0,0,0,104
151992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677292,34267,0,2555,5925,53,-99,-92,0,0,796,0,0,0,98
152094,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677291,34189,0,2557,5927,68,-102,-75,0,0,894,0,0,0,102
152194,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677293,34341,0,2559,5931,117,-54,-103,0,0,889,0,0,0,100
152294,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168027,302677293,34276,0,2560,5933,-21,91,-104,0,0,581,0,0,0,100
152394,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677292,34309,0,2562,5938,-32,-154,-156,0,0,667,0,0,0,100
152494,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168022,302677291,34384,0,2564,5944,-50,-203,-90,0,0,671,0,0,0,100
152594,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168026,302677287,34307,0,2564,5946,-186,67,-70,0,0,825,0,0,0,100
152694,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677284,34283,0,2564,5949,-62,88,-61,0,0,676,0,0,0,100
152794,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677282,34316,0,2564,5937,-17,-100,-3,0,0,636,0,0,0,100
152896,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168027,302677283,34283,0,2565,5926,170,-307,-110,0,0,840,0,0,0,102
152992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677282,34283,0,2567,5927,65,-231,-150,0,0,783,0,0,0,96
153094,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168024,302677277,34321,0,2567,5919,-238,-87,13,0,0,696,0,0,0,102
153194,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168023,302677276,34314,0,2566,5912,14,-54,2,0,0,755,0,0,0,100
153294,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168023,302677276,34334,0,2567,5913,44,110,-46,0,0,569,0,0,0,100
153394,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168023,302677278,34367,0,2569,5915,122,31,-93,0,0,739,0,0,0,100
153494,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168023,302677274,34400,0,2571,5918,-312,-29,-43,0,0,845,0,0,0,100
153594,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168020,302677275,34499,0,2571,5918,-26,-55,-86,0,0,629,0,0,0,100
153694,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168022,302677275,34443,0,2572,5916,108,-8,-12,0,0,849,0,0,0,100
153794,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677273,34319,0,2572,5907,30,146,22,0,0,586,0,0,0,100
153894,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168026,302677271,34362,0,2573,5914,-177,85,-75,0,0,854,0,0,0,100
153994,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677271,34430,0,2575,5922,-136,74,-88,0,0,816,0,0,0,100
154094,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677275,34448,0,2572,5922,226,24,62,0,0,734,0,0,0,100
154192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168023,302677277,34492,0,2569,5922,226,-69,-20,0,0,807,0,0,0,98
154294,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168023,302677276,34526,0,2568,5924,-101,80,36,0,0,824,0,0,0,102
154392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168027,302677272,34481,0,2568,5927,-203,35,36,0,0,871,0,0,0,98
154494,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168028,302677270,34522,0,2568,5930,-94,-7,18,0,0,846,0,0,0,102
154592,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168030,302677270,34487,0,2568,5932,228,30,-8,0,0,793,0,0,0,98
154694,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677269,34578,0,2566,5927,52,-7,-44,0,0,764,0,0,0,102
154792,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168030,302677266,34617,0,2565,5919,-205,-24,-53,0,0,747,0,0,0,98
154894,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168030,302677264,34571,0,2564,5912,-150,-31,-13,0,0,735,0,0,0,102
154992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168028,302677263,34659,0,2562,5905,-74,-19,-75,0,0,652,0,0,0,98
155094,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168027,302677264,34661,0,2564,5908,171,-40,-92,0,0,870,0,0,0,102
155192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168031,302677262,34554,0,2565,5910,-20,76,-17,0,0,700,0,0,0,98
155294,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168030,302677261,34591,0,2566,5914,-90,-2,39,0,0,837,0,0,0,102
155392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168028,302677261,34656,0,2566,5917,-6,-170,-153,0,0,638,0,0,0,98
155494,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168028,302677261,34626,0,2566,5923,106,-37,-13,0,0,883,0,0,0,102
155592,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168024,302677262,34726,0,2563,5912,118,-254,37,0,0,783,0,0,0,98
155692,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168021,302677264,34813,0,2552,5870,198,-228,6,0,0,850,0,0,0,100
155792,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168019,302677262,34960,0,2542,5832,-131,-46,-34,0,0,545,0,0,0,100
155892,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168018,302677259,35047,0,2533,5803,-178,32,-90,0,0,707,0,0,0,100
155994,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168020,302677258,35083,0,2532,5805,-106,88,-6,0,0,812,0,0,0,102
156094,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168021,302677258,35072,0,2532,5813,49,63,11,0,0,669,0,0,0,100
156192,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168022,302677260,35070,0,2530,5817,239,34,54,0,0,765,0,0,0,98
156292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168021,302677264,35134,0,2531,5819,350,-53,-28,0,0,869,0,0,0,100
156392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168025,302677260,35201,0,2530,5817,-291,444,106,0,0,881,0,0,0,100
156492,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168033,302677256,35141,0,2530,5814,-320,544,165,0,0,900,0,0,0,100
156592,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168034,302677256,35209,0,2529,5811,-209,200,65,0,0,931,0,0,0,100
156694,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168032,302677257,35226,0,2527,5808,-7,-125,52,0,0,606,0,0,0,102
156794,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168032,302677256,35192,0,2527,5812,-74,26,2,0,0,864,0,0,0,100
156896,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168032,302677257,35181,0,2527,5817,68,231,-45,0,0,568,0,0,0,102
156992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168031,302677261,35264,0,2525,5820,194,149,-42,0,0,649,0,0,0,96
157096,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677263,35290,0,2524,5820,156,-240,-39,0,0,847,0,0,0,104
157194,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677262,35236,0,2523,5821,47,-144,60,0,0,701,0,0,0,98
157294,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168029,302677259,35234,0,2521,5821,-61,-32,22,0,0,653,0,0,0,100
157396,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168027,302677258,35327,0,2518,5819,12,-17,-32,0,0,676,0,0,0,102
157494,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168023,302677258,35401,0,2514,5813,94,-30,-20,0,0,776,0,0,0,98
157596,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168019,302677258,35457,0,2511,5807,67,-269,-118,0,0,751,0,0,0,102
157694,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168014,302677260,35470,0,2509,5800,221,-391,-107,0,0,826,0,0,0,98
157794,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168013,302677260,35469,0,2510,5804,105,-116,-143,0,0,805,0,0,0,100
157894,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168012,302677262,35503,0,2512,5808,230,35,-187,0,0,776,0,0,0,100
157994,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168011,302677263,35472,0,2513,5813,119,-36,-177,0,0,730,0,0,0,100
158094,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168008,302677265,35513,0,2514,5818,124,-274,-93,0,0,736,0,0,0,100
158194,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168005,302677266,35521,0,2515,5821,153,-271,-123,0,0,789,0,0,0,100
158292,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168004,302677268,35457,0,2518,5824,242,-95,49,0,0,896,0,0,0,98
158394,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168004,302677269,35471,0,2520,5827,129,-53,65,0,0,844,0,0,0,102
158494,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168003,302677269,35461,0,2523,5830,32,-58,75,0,0,651,0,0,0,100
158594,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168003,302677268,35472,0,2526,5833,-79,27,135,0,0,745,0,0,0,100
158694,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168002,302677268,35515,0,2528,5834,-110,-51,136,0,0,644,0,0,0,100
158794,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168002,302677268,35489,0,2530,5835,-53,57,98,0,0,794,0,0,0,100
158894,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168004,302677269,35396,0,2533,5836,29,89,126,0,0,657,0,0,0,100
158992,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168005,302677270,35377,0,2535,5836,-50,-3,69,0,0,706,0,0,0,98
159094,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168005,302677271,35352,0,2536,5835,-40,-72,104,0,0,533,0,0,0,102
159194,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168006,302677271,35312,0,2535,5833,-18,135,77,0,0,728,0,0,0,100
159294,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168005,302677271,35366,0,2535,5830,-54,68,51,0,0,825,0,0,0,100
159392,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168002,302677270,35469,0,2532,5819,-108,38,-22,0,0,821,0,0,0,98
159494,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198167998,302677270,35558,0,2529,5808,-57,-58,-7,0,0,531,0,0,0,102
159592,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198167997,302677269,35586,0,2528,5806,-142,5,-1,0,0,803,0,0,0,98
159694,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198167997,302677269,35557,0,2528,5811,-59,32,23,0,0,877,0,0,0,102
159794,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198167998,302677269,35480,0,2529,5816,34,37,82,0,0,609,0,0,0,100
159894,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168000,302677268,35435,0,2529,5819,-11,79,124,0,0,647,0,0,0,100
159994,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168001,302677268,35391,0,2529,5823,-11,123,195,0,0,642,0,0,0,100
160094,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168002,302677268,35344,0,2530,5827,23,-6,251,0,0,570,0,0,0,100
160196,0,0,0,0,0,0,0,0,0,0,3,0,0,8,1198168004,302677266,35302,0,2530,5825,-124,170,222,0,0,735,0,0,0,102
