timestamp,pressure,temperature,delta_ts
10,101832.0,19.5,0
20,101833.0,19.530000686645508,10
30,101832.0,19.549999237060547,10
40,101834.0,19.56999969482422,10
50,101830.0,19.600000381469727,10
60,101836.0,19.6200008392334,10
70,101832.0,19.639999389648438,10
80,101835.0,19.65999984741211,10
90,101836.0,19.690000534057617,10
100,101833.0,19.700000762939453,10
110,101834.0,19.719999313354492,10
120,101835.0,19.739999771118164,10
130,101838.0,19.760000228881836,10
140,101839.0,19.780000686645508,10
150,101839.0,19.799999237060547,10
160,101836.0,19.809999465942383,10
170,101839.0,19.829999923706055,10
180,101838.0,19.850000381469727,10
190,101839.0,19.860000610351562,10
200,101838.0,19.8799991607666,10
210,101841.0,19.889999389648438,10
220,101843.0,19.90999984741211,10
230,101841.0,19.920000076293945,10
240,101838.0,19.940000534057617,10
250,101843.0,19.950000762939453,10
260,101845.0,19.959999084472656,10
270,101842.0,19.969999313354492,10
280,101842.0,19.979999542236328,10
290,101843.0,20.0,10
300,101842.0,20.010000228881836,10
310,101844.0,20.020000457763672,10
320,101843.0,20.030000686645508,10
330,101847.0,20.040000915527344,10
340,101844.0,20.049999237060547,10
350,101843.0,20.059999465942383,10
360,101847.0,20.06999969482422,10
370,101848.0,20.079999923706055,10
380,101844.0,20.09000015258789,10
390,101847.0,20.09000015258789,10
400,101846.0,20.100000381469727,10
410,101850.0,20.110000610351562,10
420,101847.0,20.1200008392334,10
430,101847.0,20.1200008392334,10
440,101849.0,20.1299991607666,10
450,101849.0,20.139999389648438,10
460,101846.0,20.149999618530273,10
470,101850.0,20.15999984741211,10
480,101848.0,20.15999984741211,10
490,101852.0,20.170000076293945,10
500,101849.0,20.170000076293945,10
510,101848.0,20.18000030517578,10
520,101848.0,20.190000534057617,10
530,101850.0,20.190000534057617,10
540,101847.0,20.200000762939453,10
550,101850.0,20.200000762939453,10
560,101853.0,20.209999084472656,10
570,101849.0,20.209999084472656,10
580,101849.0,20.219999313354492,10
590,101852.0,20.229999542236328,10
600,101849.0,20.229999542236328,10
610,101852.0,20.229999542236328,10
620,101848.0,20.239999771118164,10
630,101853.0,20.239999771118164,10
640,101852.0,20.25,10
650,101851.0,20.25,10
660,101852.0,20.260000228881836,10
670,101851.0,20.260000228881836,10
680,101851.0,20.260000228881836,10
690,101851.0,20.270000457763672,10
700,101851.0,20.270000457763672,10
710,101852.0,20.280000686645508,10
720,101853.0,20.280000686645508,10
730,101852.0,20.280000686645508,10
740,101853.0,20.290000915527344,10
750,101854.0,20.290000915527344,10
760,101851.0,20.290000915527344,10
770,101850.0,20.299999237060547,10
780,101853.0,20.299999237060547,10
790,101855.0,20.299999237060547,10
800,101851.0,20.299999237060547,10
810,101851.0,20.309999465942383,10
820,101854.0,20.309999465942383,10
830,101854.0,20.309999465942383,10
840,101853.0,20.31999969482422,10
850,101851.0,20.31999969482422,10
860,101849.0,20.31999969482422,10
870,101853.0,20.31999969482422,10
880,101853.0,20.31999969482422,10
890,101852.0,20.329999923706055,10
900,101850.0,20.329999923706055,10
910,101851.0,20.329999923706055,10
920,101853.0,20.329999923706055,10
930,101849.0,20.34000015258789,10
940,101851.0,20.34000015258789,10
950,101852.0,20.34000015258789,10
960,101853.0,20.34000015258789,10
970,101855.0,20.350000381469727,10
980,101852.0,20.350000381469727,10
990,101854.0,20.350000381469727,10
1000,101855.0,20.350000381469727,10
1010,101854.0,20.350000381469727,10
1020,101853.0,20.360000610351562,10
1030,101855.0,20.360000610351562,10
1040,101853.0,20.360000610351562,10
1050,101853.0,20.360000610351562,10
1060,101855.0,20.360000610351562,10
1070,101851.0,20.360000610351562,10
1080,101855.0,20.3700008392334,10
1090,101854.0,20.3700008392334,10
1100,101856.0,20.3700008392334,10
1110,101852.0,20.3700008392334,10
1120,101856.0,20.3700008392334,10
1130,101851.0,20.3799991607666,10
1140,101852.0,20.3799991607666,10
1150,101857.0,20.3799991607666,10
1160,101857.0,20.3799991607666,10
1170,101856.0,20.3799991607666,10
1180,101854.0,20.389999389648438,10
1190,101856.0,20.3799991607666,10
1200,101854.0,20.389999389648438,10
1210,101852.0,20.389999389648438,10
1220,101856.0,20.389999389648438,10
1230,101852.0,20.389999389648438,10
1240,101855.0,20.389999389648438,10
1250,101856.0,20.389999389648438,10
1260,101857.0,20.399999618530273,10
1270,101854.0,20.389999389648438,10
1280,101856.0,20.399999618530273,10
1290,101854.0,20.399999618530273,10
1300,101852.0,20.399999618530273,10
1310,101854.0,20.399999618530273,10
1320,101852.0,20.399999618530273,10
1330,101855.0,20.40999984741211,10
1340,101853.0,20.399999618530273,10
1350,101855.0,20.399999618530273,10
1360,101855.0,20.40999984741211,10
1370,101856.0,20.40999984741211,10
1380,101854.0,20.40999984741211,10
1390,101855.0,20.40999984741211,10
1400,101852.0,20.40999984741211,10
1410,101854.0,20.40999984741211,10
1420,101854.0,20.40999984741211,10
1430,101857.0,20.420000076293945,10
1440,101854.0,20.420000076293945,10
1450,101852.0,20.420000076293945,10
1460,101854.0,20.420000076293945,10
1470,101856.0,20.420000076293945,10
1480,101852.0,20.420000076293945,10
1490,101856.0,20.420000076293945,10
1500,101855.0,20.420000076293945,10
1510,101853.0,20.420000076293945,10
1520,101854.0,20.420000076293945,10
1530,101855.0,20.43000030517578,10
1540,101857.0,20.43000030517578,10
1550,101855.0,20.43000030517578,10
1560,101852.0,20.43000030517578,10
1570,101852.0,20.43000030517578,10
1580,101855.0,20.43000030517578,10
1590,101853.0,20.43000030517578,10
1600,101855.0,20.43000030517578,10
1610,101859.0,20.43000030517578,10
1620,101854.0,20.43000030517578,10
1630,101853.0,20.440000534057617,10
1640,101857.0,20.440000534057617,10
1650,101854.0,20.440000534057617,10
1660,101857.0,20.440000534057617,10
1670,101852.0,20.440000534057617,10
1680,101854.0,20.440000534057617,10
1690,101852.0,20.440000534057617,10
1700,101855.0,20.440000534057617,10
1710,101857.0,20.440000534057617,10
1720,101855.0,20.440000534057617,10
1730,101851.0,20.440000534057617,10
1740,101857.0,20.440000534057617,10
1750,101855.0,20.440000534057617,10
1760,101854.0,20.450000762939453,10
1770,101857.0,20.450000762939453,10
1780,101853.0,20.450000762939453,10
1790,101854.0,20.450000762939453,10
1800,101855.0,20.450000762939453,10
1810,101855.0,20.450000762939453,10
1820,101853.0,20.450000762939453,10
1830,101854.0,20.450000762939453,10
1840,101853.0,20.450000762939453,10
1850,101857.0,20.450000762939453,10
1860,101855.0,20.450000762939453,10
1870,101857.0,20.450000762939453,10
1880,101853.0,20.459999084472656,10
1890,101856.0,20.459999084472656,10
1900,101854.0,20.459999084472656,10
1910,101855.0,20.459999084472656,10
1920,101853.0,20.459999084472656,10
1930,101853.0,20.459999084472656,10
1940,101855.0,20.459999084472656,10
1950,101856.0,20.459999084472656,10
1960,101855.0,20.459999084472656,10
1970,101854.0,20.459999084472656,10
1980,101858.0,20.459999084472656,10
1990,101855.0,20.459999084472656,10
2000,101852.0,20.459999084472656,10
2010,101855.0,20.459999084472656,10
2020,101852.0,20.469999313354492,10
2030,101854.0,20.469999313354492,10
2040,101855.0,20.469999313354492,10
2050,101858.0,20.469999313354492,10
2060,101854.0,20.469999313354492,10
2070,101855.0,20.469999313354492,10
2080,101856.0,20.469999313354492,10
2090,101855.0,20.469999313354492,10
2100,101856.0,20.469999313354492,10
2110,101855.0,20.469999313354492,10
2120,101856.0,20.469999313354492,10
2130,101853.0,20.469999313354492,10
2140,101854.0,20.469999313354492,10
2150,101855.0,20.469999313354492,10
2160,101856.0,20.479999542236328,10
2170,101856.0,20.479999542236328,10
2180,101854.0,20.479999542236328,10
2190,101853.0,20.479999542236328,10
2200,101854.0,20.469999313354492,10
2210,101856.0,20.479999542236328,10
2220,101854.0,20.479999542236328,10
2230,101855.0,20.479999542236328,10
2240,101850.0,20.479999542236328,10
2250,101854.0,20.479999542236328,10
2260,101854.0,20.479999542236328,10
2270,101852.0,20.479999542236328,10
2280,101851.0,20.479999542236328,10
2290,101855.0,20.479999542236328,10
2300,101855.0,20.479999542236328,10
2310,101856.0,20.479999542236328,10
2320,101855.0,20.479999542236328,10
2330,101854.0,20.479999542236328,10
2340,101853.0,20.489999771118164,10
2350,101853.0,20.489999771118164,10
2360,101852.0,20.489999771118164,10
2370,101855.0,20.489999771118164,10
2380,101853.0,20.489999771118164,10
2390,101854.0,20.489999771118164,10
2400,101855.0,20.489999771118164,10
2410,101854.0,20.489999771118164,10
2420,101857.0,20.489999771118164,10
2430,101855.0,20.489999771118164,10
2440,101857.0,20.489999771118164,10
2450,101852.0,20.489999771118164,10
2460,101851.0,20.489999771118164,10
2470,101854.0,20.5,10
2480,101852.0,20.489999771118164,10
2490,101855.0,20.489999771118164,10
2500,101855.0,20.5,10
2510,101854.0,20.5,10
2520,101853.0,20.5,10
2530,101857.0,20.5,10
2540,101856.0,20.5,10
2550,101855.0,20.5,10
2560,101855.0,20.5,10
2570,101853.0,20.5,10
2580,101852.0,20.5,10
2590,101856.0,20.5,10
2600,101856.0,20.5,10
2610,101854.0,20.5,10
2620,101853.0,20.5,10
2630,101853.0,20.5,10
2640,101855.0,20.5,10
2650,101854.0,20.5,10
2660,101854.0,20.510000228881836,10
2670,101854.0,20.510000228881836,10
2680,101854.0,20.510000228881836,10
2690,101856.0,20.510000228881836,10
2700,101854.0,20.510000228881836,10
2710,101853.0,20.510000228881836,10
2720,101855.0,20.510000228881836,10
2730,101856.0,20.510000228881836,10
2740,101853.0,20.510000228881836,10
2750,101855.0,20.510000228881836,10
2760,101857.0,20.510000228881836,10
2770,101856.0,20.510000228881836,10
2780,101854.0,20.510000228881836,10
2790,101854.0,20.520000457763672,10
2800,101850.0,20.510000228881836,10
2810,101853.0,20.510000228881836,10
2820,101855.0,20.510000228881836,10
2830,101854.0,20.520000457763672,10
2840,101851.0,20.510000228881836,10
2850,101854.0,20.520000457763672,10
2860,101854.0,20.520000457763672,10
2870,101856.0,20.520000457763672,10
2880,101855.0,20.520000457763672,10
2890,101854.0,20.520000457763672,10
2900,101852.0,20.520000457763672,10
2910,101855.0,20.520000457763672,10
2920,101855.0,20.520000457763672,10
2930,101855.0,20.520000457763672,10
2940,101853.0,20.520000457763672,10
2950,101856.0,20.530000686645508,10
2960,101857.0,20.520000457763672,10
2970,101855.0,20.520000457763672,10
2980,101850.0,20.520000457763672,10
2990,101857.0,20.530000686645508,10
3000,101856.0,20.520000457763672,10
3010,101855.0,20.520000457763672,10
3020,101854.0,20.530000686645508,10
3030,101856.0,20.530000686645508,10
3040,101855.0,20.530000686645508,10
3050,101853.0,20.530000686645508,10
3060,101854.0,20.530000686645508,10
3070,101854.0,20.530000686645508,10
3080,101856.0,20.530000686645508,10
3090,101856.0,20.530000686645508,10
3100,101855.0,20.530000686645508,10
3110,101856.0,20.530000686645508,10
3120,101853.0,20.530000686645508,10
3130,101855.0,20.530000686645508,10
3140,101854.0,20.530000686645508,10
3150,101854.0,20.530000686645508,10
3160,101851.0,20.530000686645508,10
3170,101852.0,20.530000686645508,10
3180,101857.0,20.530000686645508,10
3190,101853.0,20.530000686645508,10
3200,101854.0,20.530000686645508,10
3210,101854.0,20.540000915527344,10
3220,101855.0,20.530000686645508,10
3230,101854.0,20.540000915527344,10
3240,101854.0,20.540000915527344,10
3250,101856.0,20.540000915527344,10
3260,101855.0,20.540000915527344,10
3270,101853.0,20.540000915527344,10
3280,101854.0,20.540000915527344,10
3290,101855.0,20.540000915527344,10
3300,101853.0,20.540000915527344,10
3310,101851.0,20.540000915527344,10
3320,101855.0,20.540000915527344,10
3330,101855.0,20.540000915527344,10
