timestamp,mag_x,mag_y,mag_z,delta_ts
10,0.18208368122577667,-0.055724821984767914,0.15988917648792267,0
20,0.1836417317390442,-0.0577547512948513,0.16239874064922333,10
30,0.1836581975221634,-0.058032531291246414,0.16175197064876556,10
40,0.1836576610803604,-0.05698530375957489,0.16179057955741882,10
50,0.18364132940769196,-0.056969333440065384,0.16242769360542297,10
60,0.18283016979694366,-0.05696965754032135,0.16240853071212769,10
70,0.18336345255374908,-0.058270491659641266,0.1626916080713272,10
80,0.1836414635181427,-0.05723114311695099,0.16241803765296936,10
90,0.18282228708267212,-0.05748528614640236,0.16270779073238373,10
100,0.1825515180826187,-0.0566999688744545,0.1627303659915924,10
110,0.18271656334400177,-0.05816689878702164,0.16682003438472748,10
120,0.18357643485069275,-0.05769086629152298,0.16494718194007874,10
130,0.183591827750206,-0.05587419122457504,0.16437765955924988,10
140,0.1831333488225937,-0.05726329982280731,0.16113103926181793,10
150,0.1836337149143219,-0.058008573949337006,0.16270765662193298,10
160,0.18132217228412628,-0.057082097977399826,0.15791039168834686,10
170,0.18231430649757385,-0.05777924507856369,0.1614111065864563,10
180,0.1828066110610962,-0.05877836048603058,0.1632966250181198,10
190,0.18333934247493744,-0.05903195962309837,0.1636182963848114,10
200,0.18469902873039246,-0.05825398489832878,0.16336065530776978,10
210,0.1842069774866104,-0.0577784925699234,0.16145583987236023,10
220,0.1844612956047058,-0.05828603357076645,0.16208003461360931,10
230,0.18341228365898132,-0.05805659294128418,0.16078992187976837,10
240,0.18279726803302765,-0.05641409754753113,0.16370205581188202,10
250,0.18364199995994568,-0.05827837064862251,0.1623794287443161,10
260,0.18386338651180267,-0.05823034793138504,0.1642971634864807,10
270,0.18361711502075195,-0.05746899172663689,0.16336405277252197,10
280,0.18340399861335754,-0.05778679996728897,0.16111811995506287,10
290,0.1825687438249588,-0.058548592031002045,0.16202566027641296,10
300,0.18413415551185608,-0.0590156689286232,0.16427458822727203,10
310,0.18419881165027618,-0.0577705055475235,0.1617743968963623,10
320,0.1830684393644333,-0.057984836399555206,0.1636505275964737,10
330,0.1838715523481369,-0.05823833495378494,0.16397860646247864,10
340,0.1815926879644394,-0.057343799620866776,0.1579071283340454,10
350,0.18256032466888428,-0.05801699310541153,0.16236351430416107,10
360,0.18446102738380432,-0.05776241421699524,0.16209934651851654,10
370,0.183084636926651,-0.05773899704217911,0.16302306950092316,10
380,0.18360091745853424,-0.05771482363343239,0.1639915257692337,10
390,0.18333065509796143,-0.05797674134373665,0.16397547721862793,10
400,0.18339675664901733,-0.059611476957798004,0.16136910021305084,10
410,0.1844612956047058,-0.05828603357076645,0.16208003461360931,10
420,0.18392053246498108,-0.05828624591231346,0.1620672643184662,10
430,0.18310095369815826,-0.057754967361688614,0.162385955452919,10
440,0.18364186584949493,-0.05801656097173691,0.16238908469676971,10
450,0.18255242705345154,-0.05853262171149254,0.1626627892255783,10
460,0.18388721346855164,-0.05694526806473732,0.16338975727558136,10
470,0.18383046984672546,-0.05767478793859482,0.16559067368507385,10
480,0.18306052684783936,-0.05850047245621681,0.16394977271556854,10
490,0.18369057774543762,-0.057540860027074814,0.1604970544576645,10
500,0.18388774991035461,-0.057992495596408844,0.1633511483669281,10
510,0.18421514332294464,-0.057786475867033005,0.16113728284835815,10
520,0.18105192482471466,-0.05734401196241379,0.15789435803890228,10
530,0.1839202642440796,-0.05776262655854225,0.16208656132221222,10
540,0.18333052098751068,-0.057714931666851044,0.16398513317108154,10
550,0.18336345255374908,-0.058270491659641266,0.1626916080713272,10
560,0.18363317847251892,-0.05696134641766548,0.16274626553058624,10
570,0.18281464278697968,-0.05852453410625458,0.16298770904541016,10
580,0.18390421569347382,-0.058270275592803955,0.16270439326763153,10
590,0.18412482738494873,-0.05665140971541405,0.16468003392219543,10
600,0.17962969839572906,-0.06355607509613037,0.1604977250099182,10
610,0.17361828684806824,-0.05407927930355072,0.15242548286914825,10
620,0.17616133391857147,-0.05889284610748291,0.15867707133293152,10
630,0.18064869940280914,-0.06898973137140274,0.16286899149417877,10
640,0.1766536682844162,-0.059891946613788605,0.16056257486343384,10
650,0.1779336929321289,-0.06296122819185257,0.16334567964076996,10
660,0.18121182918548584,-0.06482453644275665,0.1620805710554123,10
670,0.17858806252479553,-0.06176377087831497,0.1589469313621521,10
680,0.17890019714832306,-0.06363625079393387,0.15729297697544098,10
690,0.18045692145824432,-0.0630481019616127,0.15989908576011658,10
700,0.17423707246780396,-0.06095612794160843,0.15982933342456818,10
710,0.17846615612506866,-0.06269122660160065,0.16368667781352997,10
720,0.1766233891248703,-0.06457255035638809,0.1616630256175995,10
730,0.17717969417572021,-0.06301745772361755,0.16109661757946014,10
740,0.177735835313797,-0.06120055168867111,0.1605398803949356,10
750,0.17960640788078308,-0.06588838994503021,0.16136649250984192,10
760,0.17834363877773285,-0.0646677240729332,0.15787869691848755,10
770,0.17990811169147491,-0.06330214440822601,0.1601952165365219,10
780,0.18155477941036224,-0.06306363642215729,0.15928754210472107,10
790,0.17583619058132172,-0.06354959309101105,0.16072680056095123,10
800,0.17963707447052002,-0.06199321150779724,0.16023708879947662,10
810,0.179671972990036,-0.06647589057683945,0.1587987244129181,10
820,0.1801462471485138,-0.06405552476644516,0.16144685447216034,10
830,0.17741134762763977,-0.06716635078191757,0.16254132986068726,10
840,0.1790643036365509,-0.06327052414417267,0.16145025193691254,10
850,0.17882737517356873,-0.06487341970205307,0.16011172533035278,10
860,0.17827096581459045,-0.0661666989326477,0.16068777441978455,10
870,0.1751234084367752,-0.06443116068840027,0.1568560004234314,10
880,0.17640314996242523,-0.06697683781385422,0.15965841710567474,10
890,0.1763283759355545,-0.06428688764572144,0.16262196004390717,10
900,0.1791219860315323,-0.06437364220619202,0.15918175876140594,10
910,0.18574948608875275,-0.06136330962181091,0.16454459726810455,10
920,0.18634763360023499,-0.061942603439092636,0.16230817139148712,10
930,0.18495452404022217,-0.061117786914110184,0.16389797627925873,10
940,0.18602432310581207,-0.054040566086769104,0.16450273990631104,10
950,0.18653930723667145,-0.05139831081032753,0.16556772589683533,10
960,0.18527112901210785,-0.055667631328105927,0.16219575703144073,10
970,0.1845674216747284,-0.05838984251022339,0.15793880820274353,10
980,0.18363292515277863,-0.05643772706389427,0.16276557743549347,10
990,0.18602511286735535,-0.05561140924692154,0.16444481909275055,10
1000,0.18606621026992798,-0.05617494881153107,0.16283273696899414,10
1010,0.18491964042186737,-0.05663511902093887,0.16533629596233368,10
1020,0.18600893020629883,-0.05585724860429764,0.1650722622871399,10
1030,0.18515698611736298,-0.05581764876842499,0.16664589941501617,10
1040,0.18477103114128113,-0.055445969104766846,0.16059985756874084,10
1050,0.1834428310394287,-0.0538996160030365,0.1596701592206955,10
1060,0.18528799712657928,-0.056730836629867554,0.16152001917362213,10
1070,0.18501022458076477,-0.05829380452632904,0.16177426278591156,10
1080,0.18520596623420715,-0.055865559726953506,0.16473455727100372,10
1090,0.18555019795894623,-0.056722741574048996,0.16184496879577637,10
1100,0.18577106297016144,-0.05562749132514,0.16380131244659424,10
1110,0.18582874536514282,-0.05673062056303024,0.16153280436992645,10
1120,0.18552517890930176,-0.055651552975177765,0.16283926367759705,10
1130,0.18498416244983673,-0.055128153413534164,0.16284579038619995,10
1140,0.1852138489484787,-0.0553499311208725,0.16443529725074768,10
1150,0.18467320501804352,-0.055611953139305115,0.16441287100315094,10
1160,0.1855333298444748,-0.05565953999757767,0.16252069175243378,10
1170,0.186082124710083,-0.055405501276254654,0.16222457587718964,10
1180,0.18522189557552338,-0.0550961047410965,0.16412639617919922,10
1190,0.18554215133190155,-0.0569765642285347,0.16215386986732483,10
1200,0.18500864505767822,-0.05515211075544357,0.16189010441303253,10
1210,0.1863122284412384,-0.056412696838378906,0.16378512978553772,10
1220,0.18372243642807007,-0.05600195378065109,0.15928074717521667,10
1230,0.18369795382022858,-0.05597800016403198,0.1602364331483841,10
1240,0.18496018648147583,-0.05615142732858658,0.16376283764839172,10
1250,0.18467386066913605,-0.056920990347862244,0.16436460614204407,10
1260,0.18542775511741638,-0.05660296231508255,0.1666233241558075,10
1270,0.1855258345603943,-0.05696059390902519,0.16279099881649017,10
1280,0.18579621613025665,-0.05696048587560654,0.16279739141464233,10
1290,0.18527956306934357,-0.05619923025369644,0.16185788810253143,10
1300,0.18489527702331543,-0.05687297135591507,0.16628232598304749,10
1310,0.18441204726696014,-0.05771450325846672,0.164010688662529,10
1320,0.18548500537872314,-0.056920669972896576,0.16438376903533936,10
1330,0.18609069287776947,-0.056198906153440475,0.16187705099582672,10
1340,0.1860172301530838,-0.05612703785300255,0.1647440642118454,10
1350,0.1857709288597107,-0.05536568537354469,0.16381096839904785,10
1360,0.18576355278491974,-0.056928545236587524,0.16407160460948944,10
1370,0.18519780039787292,-0.0558575764298439,0.1650530993938446,10
1380,0.18552492558956146,-0.055127937346696854,0.16285857558250427,10
1390,0.1852141171693802,-0.05587354302406311,0.16441600024700165,10
1400,0.1839849203824997,-0.056517474353313446,0.15958639979362488,10
1410,0.1836899220943451,-0.05623181536793709,0.16054533421993256,10
1420,0.18581241369247437,-0.05671464651823044,0.1621699184179306,10
1430,0.18527942895889282,-0.055937428027391434,0.16186754405498505,10
1440,0.18517357110977173,-0.05635723099112511,0.1659894585609436,10
1450,0.18496032059192657,-0.05641323700547218,0.1637531816959381,10
1460,0.18468163907527924,-0.05614354833960533,0.16407500207424164,10
1470,0.18547606468200684,-0.05534183606505394,0.16476024687290192,10
1480,0.18632039427757263,-0.05642068013548851,0.16346657276153564,10
1490,0.18633724749088287,-0.05748388543725014,0.16279086470603943,10
1500,0.18500930070877075,-0.0564611479640007,0.16184183955192566,10
1510,0.18596825003623962,-0.05607912689447403,0.16665540635585785,10
1520,0.18552544713020325,-0.05617516487836838,0.162819966673851,10
1530,0.18549278378486633,-0.056143224239349365,0.16409417986869812,10
1540,0.18582004308700562,-0.05567540228366852,0.1618899703025818,10
1550,0.18553373217582703,-0.056444961577653885,0.16249173879623413,10
1560,0.18584400415420532,-0.054652124643325806,0.1609729379415512,10
1570,0.18498481810092926,-0.05643719062209129,0.16279752552509308,10
1580,0.18318955600261688,-0.055486541241407394,0.1589687317609787,10
1590,0.18334592878818512,-0.05589825287461281,0.1634155958890915,10
1600,0.18575486540794373,-0.0558733269572258,0.16442877054214478,10
1610,0.18543604016304016,-0.05687275528907776,0.1662951111793518,10
1620,0.1847064048051834,-0.05669112503528595,0.16310001909732819,10
1630,0.1852470487356186,-0.056429099291563034,0.16312246024608612,10
1640,0.1855662614107132,-0.05621509253978729,0.16122716665267944,10
1650,0.18468953669071198,-0.05562792345881462,0.1637757569551468,10
1660,0.18635250627994537,-0.055405393242836,0.1622309684753418,10
1670,0.1863693743944168,-0.05646859109401703,0.1615552306175232,10
1680,0.18600906431674957,-0.056119054555892944,0.16506260633468628,10
1690,0.18554215133190155,-0.0569765642285347,0.16215386986732483,10
1700,0.18609055876731873,-0.05593710392713547,0.16188670694828033,10
1710,0.18582004308700562,-0.05567540228366852,0.1618899703025818,10
1720,0.18556639552116394,-0.0564769022166729,0.16121751070022583,10
1730,0.1852877289056778,-0.056207217276096344,0.16153933107852936,10
1740,0.18503338098526,-0.05569968372583389,0.16091515123844147,10
1750,0.18419788777828217,-0.05593785643577576,0.1618419736623764,10
1760,0.18528759479522705,-0.05594541132450104,0.16154898703098297,10
1770,0.18542735278606415,-0.05581754073500633,0.16665229201316833,10
1780,0.1847389191389084,-0.05646125599741936,0.1618354469537735,10
1790,0.1857634335756302,-0.05666673555970192,0.16408126056194305,10
1800,0.18586112558841705,-0.056238941848278046,0.16027790307998657,10
1810,0.18471390008926392,-0.055390071123838425,0.16282975673675537,10
1820,0.18523888289928436,-0.05642111226916313,0.1634410172700882,10
1830,0.18527929484844208,-0.05567561835050583,0.16187720000743866,10
1840,0.1850256323814392,-0.05647711828351021,0.1612047255039215,10
1850,0.1852545589208603,-0.05512804538011551,0.1628521829843521,10
1860,0.18576368689537048,-0.05719035491347313,0.16406194865703583,10
1870,0.18500126898288727,-0.056714970618486404,0.16215074062347412,10
1880,0.18527139723300934,-0.05619124323129654,0.1621764451265335,10
1890,0.18607409298419952,-0.055659323930740356,0.1625334769487381,10
1900,0.18577133119106293,-0.05615110322833061,0.1637820154428482,10
1910,0.18475525081157684,-0.056477226316928864,0.16119833290576935,10
1920,0.1827803999185562,-0.0553508996963501,0.16437779366970062,10
1930,0.1847219318151474,-0.05513624846935272,0.16252084076404572,10
1940,0.18635304272174835,-0.05645262077450752,0.16219234466552734,10
1950,0.18496018648147583,-0.05615142732858658,0.16376283764839172,10
1960,0.18580424785614014,-0.056706663221120834,0.16248847544193268,10
1970,0.1846974492073059,-0.055112291127443314,0.16347651183605194,10
1980,0.18503351509571075,-0.0559614896774292,0.16090549528598785,10
1990,0.1858283430337906,-0.05594519525766373,0.1615617573261261,10
2000,0.18600116670131683,-0.05663468688726425,0.16536186635494232,10
2010,0.18559877574443817,-0.0559852309525013,0.15996259450912476,10
2020,0.18418142199516296,-0.055660076439380646,0.16248874366283417,10
2030,0.1858118772506714,-0.055667415261268616,0.16220852732658386,10
2040,0.18604935705661774,-0.05511175096035004,0.16350845992565155,10
2050,0.18524743616580963,-0.05721452832221985,0.16309349238872528,10
2060,0.186082661151886,-0.05645272880792618,0.16218596696853638,10
2070,0.185542032122612,-0.056714754551649094,0.16216352581977844,10
2080,0.18531273305416107,-0.057278409600257874,0.16054505109786987,10
2090,0.1854678988456726,-0.055333852767944336,0.1650787889957428,10
2100,0.18317271769046783,-0.054423339664936066,0.1596444547176361,10
2110,0.18320629000663757,-0.05628792941570282,0.1583026498556137,10
2120,0.18572235107421875,-0.056103188544511795,0.16569334268569946,10
2130,0.1852465122938156,-0.05538187175989151,0.16316106915473938,10
2140,0.18627141416072845,-0.05637276917695999,0.1653779000043869,10
2150,0.1857542097568512,-0.054564282298088074,0.16447705030441284,10
2160,0.18573828041553497,-0.05533374100923538,0.16508518159389496,10
2170,0.1861066222190857,-0.05542945861816406,0.1612689048051834,10
2180,0.1868935525417328,-0.0559287928044796,0.1622244417667389,10
2190,0.18582044541835785,-0.056460823863744736,0.16186101734638214,10
2200,0.18546856939792633,-0.056642889976501465,0.16503052413463593,10
2210,0.1850665807723999,-0.05677885562181473,0.1596022993326187,10
2220,0.18583664298057556,-0.05621498450636864,0.1612335592508316,10
2230,0.1849522888660431,-0.056667059659957886,0.16406208276748657,10
2240,0.18584465980529785,-0.05596116930246353,0.16092465817928314,10
2250,0.18554124236106873,-0.05514390766620636,0.16222144663333893,10
2260,0.18599221110343933,-0.055055852979421616,0.16573834419250488,10
2270,0.1847389191389084,-0.05646125599741936,0.1618354469537735,10
2280,0.18322235345840454,-0.05578028783202171,0.15768484771251678,10
2290,0.184148907661438,-0.05588994547724724,0.16375331580638885,10
2300,0.1858038455247879,-0.05592124164104462,0.16251742839813232,10
2310,0.18474747240543365,-0.057254672050476074,0.16148793697357178,10
2320,0.18390342593193054,-0.05669942870736122,0.16276231408119202,10
