timestamp,actuator_cmd[0],actuator_cmd[1],actuator_cmd[2],actuator_cmd[3],actuator_cmd[4],actuator_cmd[5],actuator_cmd[6],actuator_cmd[7],actuator_cmd[8],actuator_cmd[9],actuator_cmd[10],actuator_cmd[11],actuator_cmd[12],actuator_cmd[13],actuator_cmd[14],actuator_cmd[15],delta_ts
25200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
25300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
25400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
25500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
25600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
25700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
25800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
25900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
26900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
27900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
28900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
29900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
30900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31400,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31500,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31600,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31700,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31800,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
31900,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32100,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32200,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
32300,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,100
