timestamp,stick_yaw,stick_throttle,stick_roll,stick_pitch,mode,cmd_1,cmd_2,delta_ts
24884,-1.0,-1.0,-1.0,-1.0,5,0,0,0
24936,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
24988,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25044,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
25096,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25148,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25204,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
25256,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25312,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
25364,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25420,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
25472,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25524,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25576,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25632,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
25684,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25740,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
25792,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25844,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
25900,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
25952,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26004,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26056,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26112,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
26164,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26220,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
26272,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26324,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26380,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
26432,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26488,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
26540,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26592,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26644,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26700,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
26752,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26804,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
26860,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
26916,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
26968,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27020,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27072,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27128,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
27180,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27232,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27288,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
27340,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27396,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
27448,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27504,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
27556,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27608,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27660,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27716,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
27768,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
27824,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,56
27876,0.009999990463256836,-0.003999948501586914,0.0,0.008000016212463379,5,0,0,52
