timestamp,valid_items,reserved,seq[0],seq[1],seq[2],seq[3],seq[4],seq[5],seq[6],seq[7],command[0],command[1],command[2],command[3],command[4],command[5],command[6],command[7],frame[0],frame[1],frame[2],frame[3],frame[4],frame[5],frame[6],frame[7],current[0],current[1],current[2],current[3],current[4],current[5],current[6],current[7],autocontinue[0],autocontinue[1],autocontinue[2],autocontinue[3],autocontinue[4],autocontinue[5],autocontinue[6],autocontinue[7],mission_type[0],mission_type[1],mission_type[2],mission_type[3],mission_type[4],mission_type[5],mission_type[6],mission_type[7],param1[0],param1[1],param1[2],param1[3],param1[4],param1[5],param1[6],param1[7],param2[0],param2[1],param2[2],param2[3],param2[4],param2[5],param2[6],param2[7],param3[0],param3[1],param3[2],param3[3],param3[4],param3[5],param3[6],param3[7],param4[0],param4[1],param4[2],param4[3],param4[4],param4[5],param4[6],param4[7],x[0],x[1],x[2],x[3],x[4],x[5],x[6],x[7],y[0],y[1],y[2],y[3],y[4],y[5],y[6],y[7],z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],delta_ts
172896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
